card_no,year,month,sales,transactions,items
20353,2010,2,4.97E-14,3,80
11986,2010,2,-2.84E-14,10,89
20093,2010,2,0,2,13
23973,2010,2,7.11E-15,1,11
17762,2010,2,-3.55E-14,5,130
15575,2010,2,7.11E-15,3,65
50770,2010,2,7.11E-15,2,55
26303,2010,2,3.55E-15,2,33
20325,2010,2,2.84E-14,2,77
50552,2010,2,0,2,29
21647,2010,2,0,1,20
12598,2010,2,1.14E-13,3,122
12503,2010,2,7.11E-15,3,69
13227,2010,2,0,3,28
18302,2010,2,-7.11E-15,11,85
19415,2010,2,1.95E-14,4,85
25182,2010,2,-3.55E-15,2,25
38838,2010,2,-4.44E-15,5,41
18598,2010,2,-3.55E-15,2,25
10614,2010,2,0,1,8
15462,2010,2,2.13E-14,2,48
15268,2010,2,-7.11E-15,3,36
36770,2010,2,7.11E-15,3,46
14214,2010,2,5.33E-15,1,10
50653,2010,2,-3.55E-15,1,15
24691,2010,2,0,1,6
17580,2010,2,-1.78E-15,5,37
21516,2010,2,-2.84E-14,8,158
19197,2010,2,1.24E-14,3,30
10178,2010,2,-1.78E-15,5,43
14370,2010,2,8.88E-16,2,13
44284,2010,2,1.78E-15,1,18
50162,2010,2,-1.78E-15,5,35
20307,2010,2,0,1,8
14632,2010,2,0,1,6
24329,2010,2,-1.78E-15,4,27
18659,2010,2,4.44E-16,1,7
44621,2010,2,-1.42E-14,1,20
22703,2010,2,2.84E-14,1,47
20297,2010,2,0,3,54
10638,2010,2,0,5,88
18841,2010,2,1.78E-15,1,7
23630,2010,2,-8.88E-16,1,10
50618,2010,2,1.78E-15,7,48
18131,2010,2,-2.31E-14,5,77
22689,2010,2,0,2,90
12486,2010,2,1.14E-13,7,144
13567,2010,2,-2.13E-14,1,52
24416,2010,2,3.55E-15,3,69
10340,2010,2,0,1,17
11968,2010,2,1.29E-13,12,188
23049,2010,2,-1.78E-15,3,36
31081,2010,2,1.07E-14,9,92
42597,2010,2,3.55E-15,3,67
20596,2010,2,0,18,257
42261,2010,2,-5.68E-14,4,99
44590,2010,2,0,3,57
11342,2010,2,0,2,39
11827,2010,2,0,5,78
11144,2010,2,3.84E-13,4,185
10060,2010,2,-3.38E-14,4,92
11774,2010,2,8.53E-14,2,81
17546,2010,2,-1.78E-15,2,26
23122,2010,2,-2.84E-14,2,45
11396,2010,2,0,4,54
22610,2010,2,1.60E-14,1,28
44339,2010,2,-5.68E-14,2,41
50133,2010,2,3.55E-15,1,32
21594,2010,2,7.11E-15,1,28
18884,2010,2,-1.21E-13,8,122
12396,2010,2,-1.07E-14,1,29
16488,2010,2,1.42E-14,2,58
48354,2010,2,-3.55E-14,2,42
50903,2010,2,7.11E-15,3,40
25064,2010,2,-7.11E-15,6,56
46259,2010,2,0,2,21
38575,2010,2,1.55E-15,1,12
17208,2010,2,-1.42E-14,2,108
12706,2010,2,1.78E-14,1,33
13583,2010,2,-1.78E-15,1,13
18428,2010,2,-2.84E-14,1,21
42332,2010,2,1.42E-14,9,104
16735,2010,2,1.42E-14,4,67
18501,2010,2,-2.13E-14,2,48
16654,2010,2,-4.44E-15,2,35
15753,2010,2,-3.55E-15,1,21
40850,2010,2,1.42E-14,2,35
19102,2010,2,1.42E-14,2,80
17917,2010,2,-2.84E-14,4,83
21530,2010,2,-7.11E-14,1,30
13489,2010,2,-7.99E-14,3,94
20812,2010,2,-1.78E-15,1,11
34726,2010,2,1.07E-14,4,27
18861,2010,2,-7.11E-14,3,114
16509,2010,2,0,1,9
13963,2010,2,0,1,11
14952,2010,2,0,2,50
22966,2010,2,-8.88E-16,5,38
11845,2010,2,1.78E-15,1,12
18910,2010,2,0,2,10
38517,2010,2,1.78E-15,1,6
23832,2010,2,1.42E-13,5,129
11623,2010,2,-8.88E-16,1,8
49936,2010,2,0,1,11
50861,2010,2,-8.88E-16,2,19
17563,2010,2,0,2,13
15381,2010,2,-1.20E-14,3,32
23316,2010,2,1.78E-15,1,9
15155,2010,2,0,1,7
10488,2010,2,0,1,18
20674,2010,2,-1.78E-14,1,28
20918,2010,2,-5.33E-15,3,27
13857,2010,2,1.42E-14,3,38
19756,2010,2,0,6,50
49133,2010,2,0,2,10
18411,2010,2,5.68E-14,6,117
51085,2010,2,0,3,24
12552,2010,2,-7.11E-15,2,31
19006,2010,2,1.07E-14,2,38
34923,2010,2,-4.26E-14,4,104
12394,2010,2,-2.13E-14,3,159
10934,2010,2,2.13E-14,1,28
10820,2010,2,3.55E-15,3,38
15097,2010,2,3.02E-14,7,83
25014,2010,2,-1.14E-13,4,124
20135,2010,2,-7.46E-14,8,148
17269,2010,2,2.13E-14,2,91
42816,2010,2,-7.11E-14,3,81
11038,2010,2,-1.78E-15,2,19
13646,2010,2,1.42E-14,4,94
11047,2010,2,-1.42E-14,10,177
12154,2010,2,0,1,51
50762,2010,2,1.15E-14,1,23
21079,2010,2,3.55E-14,3,45
19485,2010,2,7.11E-15,3,65
18601,2010,2,-3.91E-14,5,112
23596,2010,2,2.84E-14,7,133
16352,2010,2,0,2,64
18648,2010,2,0,4,66
14391,2010,2,-1.78E-15,2,25
18197,2010,2,0,3,69
20942,2010,2,0,1,5
11246,2010,2,1.42E-14,1,37
46314,2010,2,0,1,16
50839,2010,2,-1.55E-15,1,9
42749,2010,2,-1.42E-14,1,20
10848,2010,2,1.07E-14,2,50
22539,2010,2,-6.39E-14,2,48
10460,2010,2,0,2,16
46402,2010,2,-2.84E-14,3,77
24330,2010,2,0,3,40
17177,2010,2,-2.84E-14,3,66
17396,2010,2,7.11E-15,3,37
16387,2010,2,1.42E-14,1,31
20953,2010,2,0,1,31
15728,2010,2,3.55E-14,4,95
12134,2010,2,-1.78E-15,1,24
10655,2010,2,0,1,15
47343,2010,2,1.42E-14,1,16
11453,2010,2,1.15E-14,3,61
22617,2010,2,8.88E-15,3,28
21559,2010,2,1.78E-15,5,34
23205,2010,2,7.11E-15,2,27
22487,2010,2,2.13E-14,2,49
16963,2010,2,-3.55E-15,1,32
30961,2010,2,7.11E-15,3,25
23876,2010,2,-1.33E-15,2,11
50170,2010,2,-8.53E-14,1,42
15372,2010,2,5.33E-15,2,27
50995,2010,2,-7.11E-15,2,29
11876,2010,2,1.42E-14,2,17
22269,2010,2,0,1,15
20085,2010,2,0,1,8
26515,2010,2,0,3,17
11848,2010,2,-7.11E-15,4,59
49303,2010,2,-1.78E-15,1,13
13310,2010,2,8.88E-16,1,8
16147,2010,2,0,2,31
51009,2010,2,0,2,23
14623,2010,2,-1.78E-15,1,10
15627,2010,2,-8.88E-16,1,8
10442,2010,2,-2.84E-14,3,48
17385,2010,2,-3.55E-15,3,50
20046,2010,2,1.07E-14,1,8
16992,2010,2,-7.11E-15,1,38
42752,2010,2,0,1,14
22311,2010,2,-1.78E-15,1,16
26675,2010,2,-2.84E-14,2,25
10026,2010,2,0,8,239
25241,2010,2,7.11E-15,4,77
10836,2010,2,0,4,83
17893,2010,2,-7.11E-15,2,60
24156,2010,2,2.84E-14,5,129
10452,2010,2,0,1,22
21169,2010,2,5.51E-14,3,123
11182,2010,2,-3.91E-14,6,99
18378,2010,2,7.11E-15,2,63
15675,2010,2,5.68E-14,11,131
18088,2010,2,-7.11E-15,5,70
23792,2010,2,-1.42E-14,1,48
50769,2010,2,0,2,30
42649,2010,2,0,3,37
15583,2010,2,0,4,80
14872,2010,2,0,2,16
37051,2010,2,2.84E-14,1,29
16422,2010,2,-2.84E-14,7,119
12469,2010,2,2.84E-14,3,47
12056,2010,2,1.95E-14,3,94
14206,2010,2,2.84E-14,3,71
44740,2010,2,1.07E-14,1,17
21362,2010,2,2.84E-14,10,120
13625,2010,2,0,2,16
22217,2010,2,1.78E-14,5,87
16809,2010,2,7.11E-15,1,32
21865,2010,2,3.55E-14,1,31
14801,2010,2,-5.33E-15,1,19
44771,2010,2,-7.11E-15,2,28
50041,2010,2,7.11E-15,3,46
36066,2010,2,7.11E-15,1,16
10902,2010,2,2.84E-14,2,52
14915,2010,2,7.11E-15,2,27
20452,2010,2,4.97E-14,2,62
21080,2010,2,-2.84E-14,6,80
19769,2010,2,-7.11E-15,1,37
22056,2010,2,3.55E-14,5,66
18264,2010,2,-1.42E-14,3,61
10903,2010,2,1.55E-15,1,10
46322,2010,2,7.11E-15,1,23
15475,2010,2,-1.78E-15,2,11
22525,2010,2,-2.84E-14,1,13
12209,2010,2,0,4,30
22005,2010,2,2.66E-15,1,16
50293,2010,2,0,2,20
22187,2010,2,0,2,12
23448,2010,2,1.78E-15,1,13
50531,2010,2,-1.44E-15,1,5
10347,2010,2,0,1,5
24453,2010,2,-9.24E-15,1,19
12794,2010,2,2.66E-14,14,184
11497,2010,2,1.42E-14,7,105
13500,2010,2,8.53E-14,2,98
18043,2010,2,1.42E-14,7,95
23256,2010,2,7.11E-15,6,67
22693,2010,2,-1.42E-14,6,79
36031,2010,2,1.42E-14,1,33
11995,2010,2,-9.95E-14,4,116
17118,2010,2,1.24E-14,2,73
50034,2010,2,0,1,61
18576,2010,2,-1.07E-14,1,34
24229,2010,2,-9.95E-14,3,77
12272,2010,2,-1.78E-14,8,80
50180,2010,2,1.51E-14,1,30
44743,2010,2,5.68E-14,9,181
50314,2010,2,-7.11E-15,1,31
12070,2010,2,2.13E-14,1,27
22151,2010,2,0,6,55
50379,2010,2,1.78E-15,1,27
20298,2010,2,-2.84E-14,2,55
12691,2010,2,-8.53E-14,2,48
15855,2010,2,7.11E-15,1,49
23401,2010,2,5.33E-15,1,25
51035,2010,2,0,1,5
13492,2010,2,0,5,59
15150,2010,2,-1.42E-14,1,37
15677,2010,2,1.78E-14,6,65
20805,2010,2,0,9,106
18174,2010,2,-7.11E-15,2,32
25231,2010,2,0,1,8
17591,2010,2,0,1,20
42538,2010,2,3.55E-15,1,6
20051,2010,2,-8.88E-16,1,13
21289,2010,2,1.42E-14,4,45
13578,2010,2,-7.11E-15,2,43
48543,2010,2,1.55E-15,2,12
19805,2010,2,-7.11E-15,1,34
23331,2010,2,0,1,22
15166,2010,2,-7.11E-15,5,44
50157,2010,2,7.11E-15,2,17
50334,2010,2,-1.42E-14,1,42
24503,2010,2,-1.78E-15,1,16
30820,2010,2,0,2,53
30999,2010,2,4.44E-16,1,11
12703,2010,2,-7.11E-15,1,9
22035,2010,2,7.11E-15,1,25
13656,2010,2,-3.55E-15,2,15
19219,2010,2,0,3,20
15569,2010,2,2.84E-14,1,17
20801,2010,2,-1.42E-14,1,36
10623,2010,2,8.88E-16,1,7
23609,2010,2,0,1,28
24102,2010,2,1.07E-14,4,60
19246,2010,2,0,1,27
13483,2010,2,2.84E-14,3,27
12666,2010,2,3.55E-15,1,8
15699,2010,2,1.78E-14,1,20
18251,2010,2,0,1,8
18449,2010,2,4.44E-16,1,6
44773,2010,2,1.07E-14,3,45
19929,2010,2,0,1,11
18519,2010,2,0,2,13
19471,2010,2,1.78E-15,1,12
20074,2010,2,-5.71E-11,524,7259
19856,2010,2,0,2,46
19155,2010,2,-2.56E-13,5,162
18631,2010,2,0,9,62
13859,2010,2,-1.14E-13,3,145
21327,2010,2,-1.78E-15,1,16
22565,2010,2,2.84E-14,6,97
18689,2010,2,-3.55E-15,3,37
12784,2010,2,1.78E-15,8,78
50142,2010,2,7.11E-15,1,20
14260,2010,2,1.07E-14,1,54
23536,2010,2,7.11E-15,1,37
48295,2010,2,-1.14E-13,17,229
17784,2010,2,-7.11E-14,4,105
14778,2010,2,-7.82E-14,39,467
10382,2010,2,7.11E-15,5,60
15680,2010,2,2.84E-14,1,72
51066,2010,2,-1.78E-14,5,84
23084,2010,2,-3.55E-15,2,27
36960,2010,2,3.20E-14,1,32
18155,2010,2,1.78E-15,2,24
13873,2010,2,0,2,36
17470,2010,2,3.55E-15,8,61
22895,2010,2,-8.66E-15,2,20
42907,2010,2,0,2,16
44751,2010,2,-1.78E-15,3,38
47371,2010,2,-4.26E-14,1,70
10605,2010,2,3.55E-15,1,19
44263,2010,2,0,1,41
13512,2010,2,-1.60E-14,3,111
24885,2010,2,7.11E-15,1,33
18811,2010,2,-1.07E-14,4,39
17136,2010,2,1.78E-15,3,29
51071,2010,2,0,1,17
16393,2010,2,-8.53E-14,7,143
24350,2010,2,1.07E-14,3,38
22837,2010,2,-3.55E-15,1,12
20091,2010,2,5.33E-15,1,23
12926,2010,2,1.07E-14,1,15
51109,2010,2,-5.15E-14,4,35
18737,2010,2,-3.55E-15,1,17
24370,2010,2,0,1,9
10115,2010,2,0,3,27
11399,2010,2,-8.88E-16,1,10
21173,2010,2,-2.13E-14,1,31
42658,2010,2,2.22E-16,2,17
50547,2010,2,1.78E-15,1,6
14092,2010,2,0,1,5
11639,2010,2,3.55E-15,1,14
10084,2010,2,-7.11E-15,3,52
18613,2010,2,1.42E-14,2,44
18472,2010,2,0,1,13
17390,2010,2,0,1,5
17477,2010,2,-1.56E-13,6,171
50967,2010,2,1.42E-13,7,156
14984,2010,2,3.55E-15,3,36
22018,2010,2,1.71E-13,4,103
21003,2010,2,2.84E-13,5,261
23365,2010,2,-1.42E-14,1,28
24716,2010,2,6.39E-14,13,211
17394,2010,2,0,17,219
18998,2010,2,-5.68E-14,1,48
15354,2010,2,-8.53E-14,3,163
17518,2010,2,5.68E-14,2,80
50047,2010,2,-1.42E-14,8,93
10524,2010,2,7.11E-15,11,180
24377,2010,2,-7.11E-15,2,35
13885,2010,2,1.42E-14,1,34
42195,2010,2,-7.11E-15,1,18
44238,2010,2,-7.11E-14,1,58
24872,2010,2,7.11E-15,3,38
20403,2010,2,1.42E-14,1,30
20882,2010,2,3.55E-15,1,20
38637,2010,2,1.78E-15,2,23
49302,2010,2,6.39E-14,7,131
24777,2010,2,0,1,31
50644,2010,2,-7.11E-15,1,23
23569,2010,2,2.13E-14,3,55
18521,2010,2,-9.95E-14,7,206
19099,2010,2,7.11E-15,3,54
15181,2010,2,-1.07E-14,3,26
10754,2010,2,0,1,25
16706,2010,2,1.78E-15,1,24
16353,2010,2,1.78E-15,2,30
19108,2010,2,0,2,20
16319,2010,2,3.55E-15,2,22
30916,2010,2,1.78E-15,1,5
17134,2010,2,-3.55E-15,1,12
12863,2010,2,0,1,13
14312,2010,2,8.88E-16,1,13
46291,2010,2,-1.78E-15,1,15
14697,2010,2,0,1,10
38509,2010,2,3.55E-15,1,18
23299,2010,2,3.55E-15,1,22
15376,2010,2,0,1,7
19590,2010,2,0,1,17
17271,2010,2,3.55E-15,1,6
18156,2010,2,-1.78E-15,1,7
14140,2010,2,-1.62E-10,780,10967
20957,2010,2,-6.04E-14,16,272
16005,2010,2,1.14E-13,6,203
22540,2010,2,-2.70E-13,26,287
11584,2010,2,-9.95E-14,20,348
14013,2010,2,1.07E-14,1,22
16908,2010,2,2.13E-14,25,193
12517,2010,2,-1.42E-13,20,295
10499,2010,2,-1.77E-10,853,12498
19478,2010,2,6.75E-14,4,94
38604,2010,2,-4.12E-13,12,304
21531,2010,2,2.13E-14,3,81
15739,2010,2,1.17E-13,6,158
16212,2010,2,2.84E-14,11,143
22387,2010,2,7.11E-15,2,50
38579,2010,2,5.33E-15,5,106
50842,2010,2,-1.07E-14,9,129
21057,2010,2,4.26E-14,3,117
10627,2010,2,7.11E-14,4,182
23168,2010,2,-2.13E-14,7,79
11376,2010,2,-2.84E-14,7,94
19436,2010,2,-2.20E-13,18,342
22916,2010,2,-1.42E-13,6,192
13103,2010,2,-5.68E-14,14,153
17505,2010,2,-7.11E-15,3,41
19580,2010,2,0,6,114
16916,2010,2,7.11E-15,1,19
17022,2010,2,-4.26E-14,2,101
50519,2010,2,5.68E-14,6,140
42861,2010,2,8.17E-14,11,187
12526,2010,2,0,4,33
18445,2010,2,-7.11E-15,3,69
16268,2010,2,1.78E-14,8,119
12185,2010,2,0,1,5
20294,2010,2,4.26E-14,8,146
12018,2010,2,9.95E-14,5,76
36752,2010,2,5.68E-14,2,80
12886,2010,2,-7.11E-14,6,85
50486,2010,2,7.11E-15,6,55
10252,2010,2,2.84E-14,3,92
20908,2010,2,-7.11E-15,6,93
21210,2010,2,2.84E-14,8,135
23033,2010,2,7.11E-15,3,33
50449,2010,2,2.13E-14,4,130
11424,2010,2,-3.55E-14,23,373
14494,2010,2,7.11E-15,7,79
10873,2010,2,3.20E-14,9,97
19269,2010,2,-3.55E-15,1,21
24311,2010,2,1.42E-14,4,56
23628,2010,2,4.26E-14,9,102
42768,2010,2,-2.66E-14,4,139
23907,2010,2,-2.84E-14,4,93
15123,2010,2,-1.42E-14,5,90
16565,2010,2,-1.42E-14,1,30
19113,2010,2,5.68E-14,1,76
22496,2010,2,1.07E-14,5,100
19253,2010,2,7.11E-15,3,51
12630,2010,2,0,1,45
42553,2010,2,0,2,48
14374,2010,2,1.78E-15,5,61
24126,2010,2,-1.42E-14,1,43
18596,2010,2,1.42E-14,2,21
17507,2010,2,-2.49E-14,4,49
24746,2010,2,8.53E-14,5,156
18749,2010,2,8.53E-14,3,69
50749,2010,2,0,1,23
10780,2010,2,-2.84E-14,6,182
14222,2010,2,1.42E-14,3,51
19186,2010,2,-6.66E-16,1,11
15125,2010,2,2.13E-14,5,72
13365,2010,2,-2.06E-13,7,214
22839,2010,2,7.11E-15,1,22
18683,2010,2,1.42E-14,1,31
19510,2010,2,1.07E-14,5,118
12283,2010,2,0,2,23
23532,2010,2,7.11E-14,4,87
20445,2010,2,1.42E-14,3,69
15190,2010,2,3.55E-15,1,27
14617,2010,2,7.11E-15,3,42
22478,2010,2,1.42E-14,4,82
50146,2010,2,2.84E-14,5,125
20820,2010,2,-1.78E-15,1,16
24316,2010,2,3.55E-14,2,43
20907,2010,2,-3.02E-14,7,77
18180,2010,2,3.55E-15,1,18
10886,2010,2,-1.42E-14,8,134
14595,2010,2,1.42E-14,1,37
23431,2010,2,1.14E-13,3,88
12460,2010,2,3.73E-13,29,435
50980,2010,2,-7.11E-15,1,23
11110,2010,2,3.77E-15,6,97
13703,2010,2,7.11E-15,4,90
21679,2010,2,-1.51E-13,13,181
10036,2010,2,-8.53E-14,7,200
14472,2010,2,1.78E-15,4,44
18614,2010,2,0,1,10
50624,2010,2,-1.78E-15,4,38
16460,2010,2,-9.77E-15,1,17
15683,2010,2,2.84E-13,9,232
14082,2010,2,0,16,109
20175,2010,2,-7.11E-15,1,18
13294,2010,2,-1.78E-15,3,22
20904,2010,2,-1.42E-14,3,80
15007,2010,2,0,4,66
22134,2010,2,0,6,68
51075,2010,2,0,4,124
15876,2010,2,1.42E-14,15,181
11875,2010,2,-1.71E-13,6,202
15364,2010,2,3.55E-15,2,39
15012,2010,2,-1.42E-14,1,19
25353,2010,2,1.33E-14,10,113
11391,2010,2,0,1,9
22210,2010,2,0,2,32
16037,2010,2,8.53E-14,22,217
11474,2010,2,1.78E-15,5,72
10751,2010,2,7.11E-15,9,164
10975,2010,2,-7.11E-15,3,30
23086,2010,2,2.49E-14,5,78
23777,2010,2,-8.88E-16,1,15
11922,2010,2,7.11E-15,1,21
12992,2010,2,1.42E-14,10,123
15869,2010,2,-2.84E-14,17,185
47350,2010,2,-1.42E-14,6,117
19389,2010,2,-3.55E-15,1,15
50276,2010,2,8.88E-16,2,13
10730,2010,2,-4.26E-14,4,57
23257,2010,2,-7.11E-15,14,142
13968,2010,2,3.55E-15,2,18
24171,2010,2,-8.53E-14,12,119
17038,2010,2,-5.68E-14,8,163
50067,2010,2,5.68E-14,7,208
27038,2010,2,-7.11E-15,1,18
20165,2010,2,1.42E-14,10,143
14055,2010,2,-3.55E-15,7,74
15792,2010,2,1.42E-13,11,226
12474,2010,2,-1.07E-14,10,161
20132,2010,2,7.11E-15,2,27
24193,2010,2,-3.55E-15,5,72
20463,2010,2,2.05E-16,1,6
42847,2010,2,0,6,63
19477,2010,2,9.31E-10,6,275
11075,2010,2,-7.11E-15,8,98
24850,2010,2,0,3,19
13277,2010,2,3.06E-13,14,269
24128,2010,2,4.97E-14,13,150
10285,2010,2,2.84E-14,6,81
19454,2010,2,-3.55E-15,5,55
12448,2010,2,1.98E-14,12,175
51162,2010,2,-7.11E-15,1,23
10747,2010,2,2.13E-14,4,60
11893,2010,2,-7.11E-15,1,23
21453,2010,2,-2.31E-14,9,171
50005,2010,2,7.11E-15,2,41
16255,2010,2,3.55E-15,2,21
21298,2010,2,2.84E-14,6,68
17640,2010,2,1.78E-15,4,32
16154,2010,2,1.35E-13,6,161
10841,2010,2,4.44E-16,1,8
16924,2010,2,-7.11E-15,3,26
17485,2010,2,-1.78E-15,1,7
35172,2010,2,-2.13E-14,4,45
21102,2010,2,1.42E-14,5,155
18360,2010,2,7.11E-15,7,100
22647,2010,2,-1.42E-14,2,43
20671,2010,2,8.88E-15,1,34
16442,2010,2,3.55E-15,4,78
50191,2010,2,-1.78E-15,4,44
11898,2010,2,-8.88E-16,2,11
51138,2010,2,3.55E-15,4,28
40456,2010,2,0,1,11
15185,2010,2,1.42E-14,1,95
13107,2010,2,4.97E-14,3,61
12457,2010,2,1.42E-14,4,175
12244,2010,2,1.42E-14,1,44
44361,2010,2,-3.55E-15,2,20
16724,2010,2,-6.22E-15,3,35
14176,2010,2,1.14E-13,17,247
18533,2010,2,4.55E-13,5,290
21212,2010,2,1.49E-13,11,229
18558,2010,2,3.55E-14,3,62
20087,2010,2,1.07E-14,1,21
22667,2010,2,-2.84E-14,5,148
11042,2010,2,5.68E-14,5,230
14783,2010,2,3.55E-15,4,84
19914,2010,2,1.42E-14,3,57
18041,2010,2,2.13E-14,3,78
50905,2010,2,-2.84E-14,14,236
38305,2010,2,-7.11E-15,2,65
11321,2010,2,0,2,32
22849,2010,2,0,1,23
12663,2010,2,2.27E-13,11,172
26367,2010,2,7.11E-15,3,77
31066,2010,2,-1.56E-13,14,176
16310,2010,2,-7.11E-15,2,29
16989,2010,2,1.42E-14,1,58
10771,2010,2,2.84E-14,6,96
46433,2010,2,-7.11E-15,1,47
21495,2010,2,-1.78E-15,3,40
50365,2010,2,0,6,77
15373,2010,2,-3.55E-15,8,160
19398,2010,2,-9.95E-14,6,145
12609,2010,2,4.26E-14,26,345
16594,2010,2,2.84E-14,2,50
12977,2010,2,7.11E-15,3,28
12456,2010,2,2.66E-14,5,51
14265,2010,2,-4.44E-16,1,12
18366,2010,2,0,2,27
19260,2010,2,7.11E-14,8,212
20444,2010,2,2.13E-14,2,52
22047,2010,2,1.42E-14,1,30
10945,2010,2,0,2,41
24327,2010,2,-7.11E-15,6,60
15008,2010,2,0,9,240
10833,2010,2,0,5,51
12743,2010,2,-7.11E-14,10,208
17423,2010,2,1.95E-14,3,47
21909,2010,2,1.42E-14,4,80
18030,2010,2,-3.55E-15,3,47
14467,2010,2,1.42E-14,2,50
51015,2010,2,1.14E-13,7,175
22435,2010,2,5.15E-14,6,144
10822,2010,2,-3.55E-15,4,43
22497,2010,2,1.07E-14,5,61
10849,2010,2,7.11E-15,4,72
13984,2010,2,-7.11E-15,1,23
11641,2010,2,0,4,21
23625,2010,2,7.11E-15,1,12
20278,2010,2,7.82E-14,8,85
12023,2010,2,-1.78E-15,2,21
16298,2010,2,-2.84E-14,4,49
23511,2010,2,0,9,166
38558,2010,2,-1.33E-14,3,62
38668,2010,2,7.11E-15,1,31
19431,2010,2,-1.78E-15,1,10
19957,2010,2,-1.42E-14,1,24
14175,2010,2,0,6,63
22734,2010,2,1.78E-15,3,19
17868,2010,2,1.42E-14,6,58
23530,2010,2,0,2,19
20734,2010,2,1.42E-14,3,66
12005,2010,2,1.89E-14,4,44
21232,2010,2,-4.26E-14,6,55
51042,2010,2,3.20E-14,3,73
12573,2010,2,0,1,5
13780,2010,2,0,4,39
35120,2010,2,0,1,8
50776,2010,2,0,1,5
19307,2010,2,8.53E-14,5,105
10695,2010,2,7.11E-15,3,24
17812,2010,2,3.55E-15,5,52
50639,2010,2,3.55E-14,4,83
12525,2010,2,-1.78E-15,2,16
50465,2010,2,2.66E-15,1,18
11172,2010,2,7.11E-15,2,27
15336,2010,2,0,2,50
12227,2010,2,-1.42E-14,8,130
14604,2010,2,7.11E-15,2,21
22231,2010,2,5.33E-15,3,44
19121,2010,2,1.42E-14,6,117
16445,2010,2,2.84E-14,5,74
10642,2010,2,-1.78E-15,3,37
14236,2010,2,0,1,8
10405,2010,2,-4.26E-14,4,98
50646,2010,2,-1.42E-14,11,141
21801,2010,2,0,1,7
19057,2010,2,-3.55E-15,5,52
11220,2010,2,0,7,68
10324,2010,2,0,5,140
23240,2010,2,3.55E-15,2,13
21602,2010,2,5.68E-14,3,121
22411,2010,2,0,1,12
21270,2010,2,-7.11E-15,4,70
10107,2010,2,7.11E-15,2,58
10237,2010,2,-3.38E-14,7,226
12187,2010,2,-7.11E-15,1,38
50621,2010,2,-7.11E-15,1,19
40880,2010,2,3.55E-15,1,34
11784,2010,2,3.55E-15,7,110
13071,2010,2,-1.28E-13,13,218
50226,2010,2,-5.33E-15,1,24
11316,2010,2,2.20E-13,34,303
18717,2010,2,-7.11E-15,4,73
25228,2010,2,-2.84E-14,2,66
20300,2010,2,0,3,84
10826,2010,2,7.11E-15,4,63
21831,2010,2,2.84E-14,4,121
18337,2010,2,7.11E-15,16,160
22616,2010,2,1.78E-15,3,34
10250,2010,2,2.84E-14,2,90
50499,2010,2,2.13E-14,10,146
50565,2010,2,0,2,71
15070,2010,2,1.42E-14,2,43
19279,2010,2,-3.55E-15,1,11
18580,2010,2,-8.53E-14,3,135
13089,2010,2,4.97E-14,4,112
12441,2010,2,-7.11E-14,2,100
11813,2010,2,-4.97E-14,4,74
18299,2010,2,0,5,77
15706,2010,2,3.55E-15,2,31
18652,2010,2,7.11E-15,2,54
15452,2010,2,-5.68E-14,4,68
15406,2010,2,7.11E-15,1,16
11016,2010,2,7.11E-15,1,23
24088,2010,2,3.55E-15,2,38
14218,2010,2,1.42E-14,4,86
13383,2010,2,-9.95E-14,3,75
22422,2010,2,1.78E-14,2,61
10703,2010,2,-1.42E-14,2,57
51105,2010,2,2.13E-14,7,92
15668,2010,2,7.11E-15,6,117
12533,2010,2,3.55E-15,1,26
22165,2010,2,7.11E-15,6,90
18665,2010,2,0,1,19
22681,2010,2,-1.42E-14,3,60
14572,2010,2,9.95E-14,3,88
50597,2010,2,1.42E-14,8,120
10394,2010,2,-8.88E-16,1,20
19180,2010,2,-1.28E-13,15,287
12398,2010,2,-2.84E-14,4,96
47344,2010,2,1.42E-14,6,88
14120,2010,2,-1.42E-14,2,33
12370,2010,2,1.24E-14,1,21
20720,2010,2,0,1,8
17694,2010,2,-4.44E-16,1,7
21061,2010,2,1.07E-14,3,39
17741,2010,2,7.11E-15,2,28
20647,2010,2,-4.26E-14,6,105
38737,2010,2,3.55E-15,2,26
21229,2010,2,3.55E-15,2,29
12119,2010,2,7.11E-15,9,68
14619,2010,2,3.55E-14,6,137
14449,2010,2,0,2,17
15666,2010,2,-7.11E-15,1,8
14050,2010,2,-7.82E-14,3,109
17975,2010,2,-2.84E-14,3,53
42235,2010,2,-1.24E-14,4,59
14585,2010,2,1.42E-14,2,42
42451,2010,2,1.07E-14,2,36
19884,2010,2,2.84E-14,4,75
10725,2010,2,7.11E-15,3,37
14057,2010,2,5.33E-15,7,56
11209,2010,2,1.78E-15,1,7
19447,2010,2,7.99E-15,5,67
23016,2010,2,-2.13E-14,1,23
11439,2010,2,1.78E-15,5,33
15595,2010,2,-2.84E-14,6,110
22218,2010,2,1.42E-14,4,53
13113,2010,2,-1.28E-13,6,200
19257,2010,2,7.11E-15,1,37
15716,2010,2,-1.42E-14,11,166
22352,2010,2,2.84E-14,1,36
23074,2010,2,7.11E-15,3,84
17328,2010,2,1.78E-15,3,40
24961,2010,2,3.55E-14,8,153
44732,2010,2,-8.53E-14,5,140
19409,2010,2,8.88E-15,2,26
22129,2010,2,-1.07E-14,1,24
10851,2010,2,1.14E-13,3,126
