card_no,year,month,sales,transactions,items
22952,2010,6,-1.78E-15,1,14
21097,2010,6,8.88E-16,1,8
17869,2010,6,2.84E-14,2,76
50421,2010,6,1.42E-14,1,21
19854,2010,6,-3.55E-15,2,39
50173,2010,6,8.88E-16,3,21
18242,2010,6,0,1,7
14022,2010,6,-7.11E-15,1,50
14402,2010,6,-7.11E-15,2,32
16198,2010,6,7.11E-15,1,17
34758,2010,6,0,1,5
48317,2010,6,-5.68E-14,1,63
19384,2010,6,-1.42E-14,1,20
29946,2010,6,0,1,22
14299,2010,6,0,2,34
26326,2010,6,0,1,6
51473,2010,6,0,1,25
18036,2010,6,-7.11E-15,1,19
15099,2010,6,-1.42E-14,2,43
16694,2010,6,-8.88E-16,1,7
26685,2010,6,7.11E-15,1,16
15695,2010,6,1.42E-14,1,43
11748,2010,6,0,1,9
20242,2010,6,2.84E-14,5,119
44339,2010,6,1.42E-14,3,52
50823,2010,6,-6.39E-14,24,288
22266,2010,6,3.55E-14,2,98
23304,2010,6,4.26E-14,1,54
23248,2010,6,-2.84E-14,3,47
12866,2010,6,-1.95E-14,17,162
11673,2010,6,-5.68E-14,22,311
15004,2010,6,-2.56E-13,16,275
21490,2010,6,5.68E-14,14,155
10536,2010,6,0,8,113
16362,2010,6,7.11E-15,1,16
17142,2010,6,0,1,5
19859,2010,6,0,2,29
42597,2010,6,3.55E-15,3,34
24426,2010,6,1.42E-14,7,48
51502,2010,6,0,1,7
15548,2010,6,-5.68E-14,34,237
31100,2010,6,-7.11E-15,4,41
44663,2010,6,7.11E-15,7,50
10526,2010,6,7.11E-15,3,40
15335,2010,6,1.78E-15,5,42
16483,2010,6,-8.88E-16,1,10
10249,2010,6,7.82E-14,9,119
42249,2010,6,-1.42E-14,14,126
14850,2010,6,-2.49E-14,2,60
13362,2010,6,9.09E-13,11,272
44437,2010,6,0,1,12
19299,2010,6,2.84E-13,39,384
14142,2010,6,-3.91E-14,13,132
17760,2010,6,4.26E-14,8,113
42933,2010,6,1.42E-14,4,59
19382,2010,6,3.55E-14,7,63
44255,2010,6,1.42E-14,1,31
22563,2010,6,1.42E-14,10,89
50117,2010,6,1.95E-14,4,67
22420,2010,6,2.13E-14,5,73
25057,2010,6,2.13E-14,12,159
21620,2010,6,9.77E-15,5,45
50574,2010,6,0,1,9
21875,2010,6,-2.84E-14,14,173
12004,2010,6,3.55E-15,2,19
15549,2010,6,1.95E-14,7,80
18666,2010,6,2.84E-14,6,74
40916,2010,6,-3.41E-13,5,210
21063,2010,6,1.42E-14,2,35
36204,2010,6,0,1,13
11743,2010,6,4.44E-15,2,27
15670,2010,6,-7.11E-15,2,51
50270,2010,6,1.33E-15,2,16
10036,2010,6,5.68E-14,6,153
10394,2010,6,3.55E-15,2,37
50237,2010,6,4.44E-16,1,7
51427,2010,6,-7.11E-15,1,14
23092,2010,6,7.11E-15,3,24
51306,2010,6,5.55E-16,1,7
21679,2010,6,6.88E-15,6,67
11365,2010,6,-1.42E-14,4,41
25266,2010,6,7.11E-15,1,18
11363,2010,6,2.13E-14,2,68
19957,2010,6,1.42E-14,2,57
19414,2010,6,3.55E-15,3,34
16726,2010,6,-1.42E-14,1,32
46379,2010,6,8.88E-16,1,14
18508,2010,6,8.53E-14,11,180
13593,2010,6,-1.69E-14,6,81
21637,2010,6,-1.42E-14,1,23
14940,2010,6,7.11E-15,4,42
14419,2010,6,-4.26E-14,5,95
13975,2010,6,1.78E-15,1,16
12180,2010,6,8.88E-15,2,33
22854,2010,6,-1.78E-15,1,16
10921,2010,6,0,1,12
21927,2010,6,3.55E-15,1,36
14724,2010,6,-7.11E-15,1,17
31000,2010,6,0,2,12
23464,2010,6,-3.55E-15,1,14
36087,2010,6,-2.66E-15,1,16
18015,2010,6,0,1,8
30729,2010,6,3.11E-15,1,22
17865,2010,6,1.24E-14,2,39
16463,2010,6,4.88E-15,1,17
11500,2010,6,0,1,12
11519,2010,6,0,1,6
42333,2010,6,1.42E-14,3,129
40637,2010,6,0,1,6
23712,2010,6,0,1,58
22209,2010,6,-1.42E-14,1,41
15640,2010,6,2.84E-14,1,55
14530,2010,6,0,2,43
19609,2010,6,0,1,21
23496,2010,6,-1.78E-15,1,11
15689,2010,6,-1.78E-15,1,13
27256,2010,6,2.13E-14,2,59
15037,2010,6,3.13E-13,4,190
23185,2010,6,-4.26E-14,16,201
15189,2010,6,7.11E-15,1,23
14595,2010,6,7.11E-14,6,65
22456,2010,6,1.78E-14,3,81
19742,2010,6,-1.42E-14,1,18
13474,2010,6,-1.42E-13,7,173
10328,2010,6,3.41E-13,6,202
22886,2010,6,0,1,14
12941,2010,6,-4.44E-16,1,7
23367,2010,6,2.84E-13,22,342
34392,2010,6,0,2,27
50888,2010,6,0,1,6
21894,2010,6,8.88E-16,2,17
50107,2010,6,0,1,8
36376,2010,6,-7.11E-15,1,24
12332,2010,6,3.55E-15,3,27
20290,2010,6,1.78E-15,2,31
13261,2010,6,-2.66E-14,13,81
13928,2010,6,7.11E-15,16,119
50629,2010,6,1.33E-15,5,62
21555,2010,6,0,2,12
47346,2010,6,7.11E-15,3,42
20605,2010,6,1.07E-14,2,36
13033,2010,6,4.55E-13,16,335
17953,2010,6,5.68E-14,3,103
13041,2010,6,0,2,23
17798,2010,6,1.42E-14,4,37
20679,2010,6,-2.84E-14,20,290
14374,2010,6,3.55E-15,4,54
20342,2010,6,1.71E-13,17,278
20563,2010,6,2.84E-14,9,92
10262,2010,6,3.55E-14,13,130
16730,2010,6,-2.13E-14,7,110
12385,2010,6,4.26E-14,3,54
26077,2010,6,5.33E-15,4,92
12954,2010,6,-8.53E-14,5,108
17278,2010,6,5.33E-15,2,36
24757,2010,6,0,1,29
14873,2010,6,1.24E-14,2,29
22867,2010,6,4.26E-14,4,90
19042,2010,6,4.26E-14,5,95
42859,2010,6,-3.55E-15,1,14
51197,2010,6,-3.55E-15,2,20
18389,2010,6,6.54E-13,9,286
12157,2010,6,-1.78E-15,1,14
42668,2010,6,0,2,13
47354,2010,6,1.78E-15,1,15
24774,2010,6,-3.55E-15,3,57
18732,2010,6,-1.42E-14,5,106
24772,2010,6,1.42E-14,2,54
13817,2010,6,5.68E-14,7,126
19203,2010,6,-1.78E-15,2,21
10110,2010,6,1.33E-15,1,7
27127,2010,6,0,1,21
11838,2010,6,0,1,39
18065,2010,6,-7.11E-15,3,54
20710,2010,6,-2.84E-14,3,55
22088,2010,6,5.33E-15,2,19
11962,2010,6,-1.42E-14,1,27
19716,2010,6,-5.33E-15,2,19
51450,2010,6,7.11E-15,1,21
21226,2010,6,-1.78E-15,3,27
20240,2010,6,-7.11E-15,1,21
24329,2010,6,0,1,5
10085,2010,6,8.53E-14,1,27
10295,2010,6,1.78E-15,1,8
36974,2010,6,1.15E-14,2,34
18793,2010,6,6.66E-15,1,12
17588,2010,6,-4.44E-15,1,10
13913,2010,6,-3.55E-15,1,9
12831,2010,6,8.88E-16,1,7
47385,2010,6,0,1,21
36544,2010,6,0,1,8
18421,2010,6,0,1,27
18963,2010,6,1.07E-14,1,14
10120,2010,6,1.07E-14,1,18
14339,2010,6,1.42E-14,1,27
19080,2010,6,-2.22E-16,1,8
17177,2010,6,0,4,48
13008,2010,6,0,1,5
46316,2010,6,-8.53E-14,10,209
13997,2010,6,0,1,5
17444,2010,6,1.07E-14,3,28
13877,2010,6,8.53E-14,22,207
16659,2010,6,0,1,5
10326,2010,6,3.91E-14,4,52
50935,2010,6,0,4,68
14140,2010,6,-1.52E-10,913,11337
42562,2010,6,1.42E-14,4,63
19517,2010,6,-7.11E-15,9,90
21569,2010,6,2.13E-14,2,61
17939,2010,6,7.11E-15,1,34
19312,2010,6,-1.35E-13,13,230
12613,2010,6,-9.59E-14,20,302
13777,2010,6,1.42E-14,6,100
18684,2010,6,1.63E-13,31,303
11587,2010,6,-8.53E-14,6,131
21502,2010,6,-4.26E-14,5,77
11523,2010,6,-7.11E-15,3,63
51232,2010,6,1.07E-14,1,35
22693,2010,6,2.34E-13,12,142
18157,2010,6,-5.33E-15,3,63
23715,2010,6,-1.60E-14,11,112
21352,2010,6,1.78E-15,2,23
17109,2010,6,-1.14E-13,2,111
12525,2010,6,7.99E-15,3,24
23105,2010,6,1.95E-14,3,76
14631,2010,6,-7.82E-14,10,207
13574,2010,6,8.53E-14,20,166
20795,2010,6,8.53E-14,13,105
50097,2010,6,-7.11E-15,5,56
20562,2010,6,-4.44E-16,3,20
17328,2010,6,0,2,25
18614,2010,6,0,2,12
25011,2010,6,3.55E-15,6,58
17832,2010,6,5.33E-15,10,122
20299,2010,6,1.42E-14,10,88
16204,2010,6,0,4,61
16126,2010,6,-7.11E-15,1,22
12749,2010,6,8.88E-16,12,96
42916,2010,6,-5.33E-15,4,32
23127,2010,6,7.11E-15,6,64
23372,2010,6,1.95E-14,13,99
50106,2010,6,8.35E-14,13,172
14932,2010,6,1.42E-14,5,69
44291,2010,6,1.07E-14,14,123
12139,2010,6,5.68E-14,13,180
24679,2010,6,1.71E-13,6,156
12978,2010,6,1.42E-14,5,90
15234,2010,6,1.78E-14,9,88
24354,2010,6,-2.84E-14,7,144
24359,2010,6,0,9,132
11214,2010,6,3.55E-15,2,19
42771,2010,6,4.44E-15,10,112
20893,2010,6,-1.42E-14,1,27
10663,2010,6,0,5,81
44568,2010,6,7.11E-15,7,207
14171,2010,6,-3.55E-15,12,107
23780,2010,6,2.84E-14,5,99
18933,2010,6,-4.97E-14,1,58
10648,2010,6,-1.42E-14,3,66
12391,2010,6,-2.13E-14,10,158
17060,2010,6,-1.28E-13,19,231
21733,2010,6,-3.55E-15,9,72
10925,2010,6,0,6,184
13489,2010,6,1.24E-14,7,142
20915,2010,6,4.97E-14,24,224
40540,2010,6,-8.88E-16,1,8
50083,2010,6,1.24E-14,9,131
19783,2010,6,1.42E-14,8,132
18685,2010,6,-7.11E-15,9,150
13103,2010,6,-7.11E-15,21,209
10839,2010,6,-1.42E-14,6,84
25524,2010,6,2.58E-14,10,114
19224,2010,6,2.84E-14,7,135
24115,2010,6,-1.71E-13,38,384
20167,2010,6,2.05E-12,40,748
50358,2010,6,-1.07E-14,4,60
11258,2010,6,0,6,43
47345,2010,6,-2.66E-15,2,21
17604,2010,6,7.11E-15,17,208
20013,2010,6,1.76E-12,16,419
38538,2010,6,-5.68E-14,5,70
21627,2010,6,-1.42E-14,5,100
22039,2010,6,-7.11E-15,4,48
15971,2010,6,1.42E-14,6,120
22891,2010,6,-3.55E-15,1,20
25016,2010,6,1.42E-14,13,158
23255,2010,6,1.78E-15,3,42
11122,2010,6,3.41E-13,9,243
10887,2010,6,3.04E-14,6,87
47274,2010,6,-1.42E-13,5,165
36822,2010,6,5.68E-14,15,190
19915,2010,6,1.42E-14,7,129
11652,2010,6,1.60E-14,2,28
12158,2010,6,9.95E-14,7,119
18359,2010,6,-4.44E-16,3,30
10551,2010,6,0,2,46
16143,2010,6,2.84E-14,21,310
10672,2010,6,-7.11E-15,3,20
21147,2010,6,1.95E-14,5,36
18246,2010,6,-4.26E-14,5,86
19803,2010,6,1.14E-13,8,97
47401,2010,6,2.66E-15,20,169
14344,2010,6,8.66E-15,7,56
51036,2010,6,4.44E-16,1,9
17746,2010,6,1.35E-13,9,161
22003,2010,6,-6.39E-14,17,251
11701,2010,6,-6.22E-15,7,48
12462,2010,6,1.42E-14,19,251
50135,2010,6,-3.55E-15,9,79
18299,2010,6,-4.97E-14,12,179
44760,2010,6,2.66E-15,3,30
19143,2010,6,-9.95E-14,21,271
12406,2010,6,3.55E-15,2,29
21356,2010,6,1.24E-14,7,72
14805,2010,6,-1.07E-14,3,27
48316,2010,6,-9.95E-14,21,182
19703,2010,6,5.68E-14,6,129
10502,2010,6,-8.44E-15,1,17
24173,2010,6,-4.26E-14,5,125
18027,2010,6,0,6,114
22536,2010,6,-2.84E-14,6,135
20773,2010,6,-3.55E-14,7,119
16313,2010,6,-2.84E-14,9,149
22310,2010,6,-7.11E-14,4,167
11072,2010,6,1.42E-14,1,27
10210,2010,6,1.78E-14,3,67
36824,2010,6,-4.44E-16,1,11
14719,2010,6,3.55E-15,3,56
12362,2010,6,1.07E-14,14,160
10084,2010,6,-2.13E-14,4,66
13074,2010,6,0,2,11
18064,2010,6,4.26E-14,21,185
23932,2010,6,-1.60E-14,13,117
19666,2010,6,-4.26E-14,5,90
24201,2010,6,1.42E-14,6,63
17771,2010,6,-1.78E-15,1,12
19542,2010,6,7.55E-15,1,19
50048,2010,6,6.22E-15,5,52
24795,2010,6,-2.84E-14,5,58
23187,2010,6,1.71E-13,10,253
13536,2010,6,1.42E-14,8,85
22357,2010,6,2.56E-13,11,266
35086,2010,6,0,2,20
25369,2010,6,-7.11E-15,3,48
14086,2010,6,-5.68E-14,4,242
13942,2010,6,1.14E-13,15,215
18777,2010,6,-7.82E-14,11,135
25207,2010,6,-7.82E-14,10,132
12002,2010,6,0,2,58
12048,2010,6,0,16,107
20461,2010,6,0,2,31
12863,2010,6,0,5,44
11309,2010,6,2.84E-14,10,202
15750,2010,6,-6.39E-14,8,137
16512,2010,6,2.13E-14,7,89
10187,2010,6,-7.11E-15,4,59
13222,2010,6,1.78E-15,3,49
16907,2010,6,0,5,72
19975,2010,6,8.53E-14,10,222
42834,2010,6,0,1,31
13688,2010,6,3.20E-14,2,63
15592,2010,6,-1.46E-11,12,139
13089,2010,6,1.42E-14,6,53
11803,2010,6,0,2,18
22954,2010,6,-2.13E-14,21,185
50339,2010,6,1.07E-14,3,67
22680,2010,6,1.47E-14,3,58
46378,2010,6,-4.26E-14,4,79
34577,2010,6,4.26E-14,16,147
10317,2010,6,-3.55E-14,6,101
51442,2010,6,5.33E-15,9,81
20707,2010,6,-3.55E-15,4,32
16491,2010,6,-9.95E-14,15,298
22151,2010,6,-1.42E-14,2,33
50347,2010,6,-2.84E-14,1,58
12118,2010,6,7.11E-15,2,19
51152,2010,6,2.84E-14,2,80
23306,2010,6,-8.84E-14,17,224
24073,2010,6,1.71E-13,5,227
12156,2010,6,-1.42E-14,4,96
12164,2010,6,-1.42E-14,5,109
14999,2010,6,3.55E-15,2,17
21056,2010,6,-1.78E-15,1,8
26966,2010,6,2.22E-16,2,18
30664,2010,6,-1.78E-15,1,16
50230,2010,6,-3.55E-15,6,42
21268,2010,6,-3.55E-15,3,37
15756,2010,6,4.26E-14,7,151
13229,2010,6,2.84E-14,10,150
23257,2010,6,6.39E-14,14,235
40844,2010,6,1.42E-14,1,26
17395,2010,6,1.07E-14,1,12
12042,2010,6,1.07E-14,5,90
12375,2010,6,-4.97E-14,7,91
46413,2010,6,-1.78E-15,3,19
44773,2010,6,-7.11E-15,3,61
24102,2010,6,-7.11E-14,7,99
19804,2010,6,1.42E-13,3,118
13387,2010,6,8.53E-14,4,66
11380,2010,6,3.55E-15,3,33
23630,2010,6,-3.33E-16,1,7
11917,2010,6,-3.55E-14,5,102
19545,2010,6,-6.04E-14,5,98
19057,2010,6,2.84E-14,9,86
15740,2010,6,3.11E-15,2,14
17428,2010,6,0,1,20
22293,2010,6,-1.78E-15,3,18
12077,2010,6,3.20E-14,16,167
16557,2010,6,1.07E-14,19,217
16989,2010,6,-7.11E-15,3,50
13742,2010,6,0,6,60
10513,2010,6,-2.84E-14,21,163
25012,2010,6,5.68E-14,12,179
50430,2010,6,0,6,85
26433,2010,6,2.84E-14,6,71
21423,2010,6,0,1,40
50094,2010,6,2.13E-14,7,55
16920,2010,6,5.33E-15,1,33
17469,2010,6,-4.62E-14,3,60
19268,2010,6,2.84E-14,1,34
18797,2010,6,3.55E-15,3,37
25125,2010,6,7.11E-15,2,29
15076,2010,6,-2.84E-14,3,108
14163,2010,6,4.97E-14,4,98
40275,2010,6,0,1,25
10654,2010,6,-7.11E-15,1,17
14648,2010,6,0,2,76
17677,2010,6,3.55E-15,4,46
15713,2010,6,2.13E-14,7,169
46400,2010,6,-7.11E-15,6,70
13765,2010,6,0,1,6
11660,2010,6,-1.78E-15,1,8
11986,2010,6,-1.07E-14,4,33
14831,2010,6,5.68E-14,22,345
13675,2010,6,2.13E-14,14,143
44436,2010,6,7.11E-15,5,37
12809,2010,6,-1.07E-14,1,14
21772,2010,6,1.42E-14,6,78
19658,2010,6,4.44E-16,1,6
24733,2010,6,3.55E-15,1,14
23554,2010,6,-8.88E-16,5,37
15229,2010,6,1.78E-15,5,29
50669,2010,6,3.55E-15,2,30
48351,2010,6,1.71E-13,17,243
50175,2010,6,-5.55E-17,1,7
12195,2010,6,0,1,7
30774,2010,6,7.11E-15,7,55
22387,2010,6,1.42E-14,4,46
19601,2010,6,-1.42E-14,18,305
15486,2010,6,1.78E-15,3,48
25044,2010,6,2.66E-15,1,9
10291,2010,6,-1.07E-14,3,88
11250,2010,6,-5.68E-14,4,108
13616,2010,6,0,2,17
22081,2010,6,1.42E-14,2,38
50822,2010,6,3.55E-15,1,8
15261,2010,6,-1.14E-13,3,142
25066,2010,6,-2.84E-14,6,78
17648,2010,6,8.53E-14,27,314
16103,2010,6,0,3,77
24885,2010,6,4.97E-14,8,128
16940,2010,6,-9.95E-14,7,176
16077,2010,6,2.49E-14,7,67
23989,2010,6,0,8,83
21812,2010,6,-5.33E-15,4,42
10134,2010,6,-3.55E-15,2,17
11871,2010,6,0,2,27
13545,2010,6,7.11E-15,14,125
38612,2010,6,7.11E-15,4,27
16840,2010,6,-1.42E-14,6,65
22189,2010,6,-4.44E-16,1,8
10805,2010,6,-3.55E-15,3,36
15632,2010,6,0,3,22
14238,2010,6,-5.68E-14,4,147
42861,2010,6,-3.55E-14,8,175
10072,2010,6,-7.11E-14,15,246
16756,2010,6,-3.91E-14,24,215
14853,2010,6,-1.42E-14,2,76
12495,2010,6,3.55E-15,3,26
23998,2010,6,-7.11E-15,4,115
19092,2010,6,7.11E-15,10,112
44668,2010,6,7.11E-15,6,96
12281,2010,6,0,11,99
18331,2010,6,6.54E-13,7,352
22632,2010,6,1.07E-14,3,50
10435,2010,6,-7.64E-14,5,110
51061,2010,6,1.87E-14,5,64
44478,2010,6,0,4,100
18156,2010,6,-7.11E-15,7,98
18858,2010,6,-1.42E-14,1,24
42160,2010,6,0,3,18
24233,2010,6,5.68E-14,9,250
21768,2010,6,0,3,39
40314,2010,6,2.49E-14,7,79
15929,2010,6,0,1,5
14617,2010,6,7.11E-15,5,45
21523,2010,6,0,3,32
13096,2010,6,1.24E-14,2,31
13210,2010,6,0,4,57
19075,2010,6,-7.11E-14,12,195
20286,2010,6,-8.88E-15,3,32
23502,2010,6,-9.24E-14,8,167
16081,2010,6,0,4,25
12541,2010,6,0,5,56
14239,2010,6,-1.78E-14,4,60
20179,2010,6,-2.84E-14,3,71
16193,2010,6,7.11E-14,6,81
48354,2010,6,0,1,31
23968,2010,6,-5.33E-15,5,60
23294,2010,6,5.46E-14,5,93
50697,2010,6,5.12E-13,8,208
25120,2010,6,8.88E-15,3,43
40782,2010,6,3.55E-15,2,38
20613,2010,6,0,2,45
25272,2010,6,0,2,16
21138,2010,6,-7.11E-15,5,56
15852,2010,6,7.11E-15,6,56
21243,2010,6,3.55E-15,1,27
50474,2010,6,-2.13E-14,2,40
23483,2010,6,0,2,23
21702,2010,6,0,2,81
20296,2010,6,1.78E-15,3,17
12705,2010,6,1.42E-14,4,107
21566,2010,6,0,3,37
24216,2010,6,0,3,70
17355,2010,6,-1.42E-14,7,60
12229,2010,6,1.78E-14,5,66
10290,2010,6,-1.42E-14,14,210
17151,2010,6,7.11E-15,1,18
10801,2010,6,0,1,14
48334,2010,6,-4.26E-14,8,131
42495,2010,6,1.33E-15,1,7
20205,2010,6,-3.55E-15,1,13
44328,2010,6,0,2,18
13537,2010,6,7.11E-15,2,46
17529,2010,6,-9.06E-14,5,118
27243,2010,6,0,2,29
47389,2010,6,7.11E-15,1,27
19189,2010,6,1.07E-14,6,152
17652,2010,6,1.24E-13,14,145
26897,2010,6,7.11E-15,1,33
21445,2010,6,-7.11E-15,3,66
10214,2010,6,1.95E-14,4,70
21506,2010,6,7.11E-15,3,46
10313,2010,6,-5.33E-15,7,72
11758,2010,6,-4.97E-14,8,93
25339,2010,6,-3.55E-15,1,7
13984,2010,6,1.42E-14,1,32
24348,2010,6,9.95E-14,5,78
15587,2010,6,-5.33E-15,2,45
18954,2010,6,-1.42E-14,4,53
13855,2010,6,1.14E-13,13,228
24891,2010,6,2.13E-14,3,44
24434,2010,6,0,2,24
50275,2010,6,2.84E-14,3,70
23206,2010,6,2.84E-14,1,18
16888,2010,6,4.55E-13,7,61
51343,2010,6,7.11E-15,3,26
22460,2010,6,8.88E-16,2,21
21205,2010,6,2.84E-14,7,97
22108,2010,6,1.42E-14,1,15
31077,2010,6,0,4,81
10376,2010,6,-1.78E-15,1,8
10395,2010,6,-1.42E-14,2,28
26329,2010,6,1.11E-14,1,13
21134,2010,6,1.78E-14,3,65
21487,2010,6,-7.11E-14,3,69
22469,2010,6,-7.11E-15,2,42
18063,2010,6,0,4,81
16145,2010,6,0,5,65
11486,2010,6,1.95E-14,3,70
23098,2010,6,1.07E-14,2,42
14352,2010,6,5.68E-14,7,118
15175,2010,6,7.11E-15,5,52
11417,2010,6,-5.68E-14,5,199
13832,2010,6,2.84E-14,6,91
16458,2010,6,0,1,13
51162,2010,6,1.42E-14,1,20
14616,2010,6,-8.88E-16,1,6
23070,2010,6,0,1,5
12360,2010,6,-6.66E-16,1,7
21534,2010,6,-7.11E-15,1,21
22560,2010,6,-1.42E-14,6,93
36897,2010,6,5.68E-13,12,176
14752,2010,6,0,6,68
19122,2010,6,0,1,5
10699,2010,6,3.55E-15,4,60
19346,2010,6,1.42E-14,5,164
19156,2010,6,3.55E-15,3,20
14498,2010,6,2.49E-14,7,114
19338,2010,6,1.60E-14,7,68
23205,2010,6,7.11E-15,3,24
12458,2010,6,1.78E-15,2,64
21923,2010,6,-4.26E-14,4,72
50988,2010,6,0,1,22
40910,2010,6,-1.42E-14,2,27
16975,2010,6,1.53E-13,9,187
12084,2010,6,-5.68E-14,4,128
11918,2010,6,3.02E-14,5,58
13285,2010,6,3.55E-15,1,8
10736,2010,6,0,10,134
17047,2010,6,3.55E-15,1,13
10943,2010,6,1.78E-15,2,27
21973,2010,6,-1.42E-14,2,36
16867,2010,6,1.78E-14,5,80
50619,2010,6,-1.42E-14,2,32
19866,2010,6,-3.55E-15,1,23
50841,2010,6,0,1,11
10237,2010,6,-7.11E-14,8,177
23952,2010,6,-5.68E-14,10,113
19091,2010,6,2.31E-14,8,92
13823,2010,6,-1.78E-15,1,12
19296,2010,6,5.68E-14,1,28
14569,2010,6,-2.66E-15,2,11
13951,2010,6,4.44E-16,1,6
15477,2010,6,0,2,30
14896,2010,6,-7.11E-15,2,61
20934,2010,6,1.85E-13,9,247
16426,2010,6,1.42E-14,8,127
50327,2010,6,3.55E-15,2,20
13469,2010,6,0,2,44
21238,2010,6,0,4,70
13302,2010,6,-1.42E-14,3,52
25127,2010,6,0,5,152
14981,2010,6,-1.07E-14,3,79
13906,2010,6,-1.42E-14,2,53
23725,2010,6,0,3,23
38880,2010,6,3.55E-15,1,10
22621,2010,6,3.55E-15,1,14
17862,2010,6,1.07E-14,1,14
22849,2010,6,-3.55E-15,2,14
14522,2010,6,-3.55E-15,4,56
24725,2010,6,-1.78E-14,1,32
44371,2010,6,0,1,10
16304,2010,6,0,1,9
24464,2010,6,5.68E-14,4,88
22756,2010,6,-5.68E-14,5,68
20225,2010,6,0,2,34
24248,2010,6,-5.68E-14,8,156
16805,2010,6,-5.33E-15,1,12
19857,2010,6,1.42E-14,2,71
10823,2010,6,-6.39E-14,5,88
42736,2010,6,-4.26E-14,12,101
18658,2010,6,1.07E-14,3,57
25428,2010,6,5.33E-14,5,101
47277,2010,6,-2.22E-16,1,6
50313,2010,6,-1.42E-14,3,50
12841,2010,6,5.77E-15,4,45
30848,2010,6,3.98E-13,11,415
19832,2010,6,0,3,30
38741,2010,6,-2.84E-14,2,74
14809,2010,6,1.78E-14,3,37
24108,2010,6,-2.84E-14,9,173
11963,2010,6,8.53E-14,4,177
50080,2010,6,-2.84E-14,3,51
31083,2010,6,0,11,147
23431,2010,6,1.71E-13,2,73
14322,2010,6,0,1,33
22305,2010,6,8.88E-16,2,27
19995,2010,6,-3.55E-15,4,26
17816,2010,6,-3.55E-15,2,20
14232,2010,6,-7.11E-14,3,113
12339,2010,6,0,1,6
11447,2010,6,1.14E-13,14,243
42278,2010,6,-2.22E-16,1,7
36504,2010,6,-5.33E-15,1,20
12444,2010,6,-6.94E-17,1,5
15664,2010,6,1.78E-15,1,10
13244,2010,6,0,1,6
13888,2010,6,-4.97E-14,6,115
22074,2010,6,3.55E-13,5,226
13891,2010,6,0,5,50
24293,2010,6,7.99E-15,4,50
16563,2010,6,-1.78E-15,1,19
17015,2010,6,-3.55E-14,4,113
11388,2010,6,7.11E-15,3,47
23548,2010,6,-7.11E-15,7,92
16982,2010,6,6.22E-15,1,19
10855,2010,6,-7.11E-15,1,50
18743,2010,6,-9.77E-15,9,53
18111,2010,6,-7.11E-15,4,63
44347,2010,6,-6.39E-14,1,56
25076,2010,6,-1.42E-14,5,105
12687,2010,6,2.56E-13,3,92
10243,2010,6,5.68E-14,1,60
12709,2010,6,-7.11E-15,3,39
17182,2010,6,3.20E-14,4,64
50220,2010,6,3.55E-15,2,26
13821,2010,6,-8.88E-16,2,27
14120,2010,6,4.26E-14,4,111
22634,2010,6,-3.55E-15,2,47
44707,2010,6,1.42E-14,6,69
11104,2010,6,-1.42E-14,5,41
13650,2010,6,5.33E-14,12,98
20469,2010,6,-7.64E-14,6,121
12534,2010,6,1.42E-14,4,66
15504,2010,6,0,6,79
21176,2010,6,-2.84E-14,6,65
14407,2010,6,4.44E-15,3,43
50560,2010,6,1.42E-14,2,35
19132,2010,6,2.13E-14,5,93
22226,2010,6,3.55E-15,2,37
11043,2010,6,1.78E-14,2,34
50264,2010,6,0,1,20
17766,2010,6,1.42E-14,2,38
16971,2010,6,-7.11E-15,2,58
22071,2010,6,-2.84E-14,2,35
50078,2010,6,0,2,45
14517,2010,6,0,2,26
11779,2010,6,7.99E-15,5,59
15492,2010,6,-7.11E-15,4,116
22423,2010,6,0,6,50
18941,2010,6,7.11E-15,5,64
14567,2010,6,7.11E-15,2,21
13224,2010,6,2.84E-14,1,40
16643,2010,6,-1.42E-14,4,68
11346,2010,6,1.63E-13,6,183
50084,2010,6,2.60E-14,2,52
24909,2010,6,1.42E-14,1,30
18894,2010,6,-8.88E-16,1,14
20557,2010,6,6.39E-14,9,147
16629,2010,6,0,1,6
19708,2010,6,7.11E-15,1,18
18697,2010,6,5.33E-15,2,24
12284,2010,6,1.42E-13,3,154
20718,2010,6,0,1,52
20316,2010,6,-1.42E-14,3,54
19121,2010,6,-1.07E-14,5,89
16183,2010,6,-1.71E-13,5,138
10584,2010,6,0,1,6
13666,2010,6,0,1,9
17944,2010,6,0,1,12
15396,2010,6,1.08E-12,7,239
38152,2010,6,0,1,8
21104,2010,6,0,1,35
23293,2010,6,-1.24E-14,6,91
11384,2010,6,5.68E-14,3,88
15279,2010,6,-8.53E-14,2,54
19769,2010,6,0,1,48
24208,2010,6,-4.26E-14,15,147
12838,2010,6,-7.11E-15,3,60
16242,2010,6,0,7,85
30903,2010,6,3.91E-14,5,113
25106,2010,6,-1.42E-14,3,45
12166,2010,6,-7.11E-15,7,110
18706,2010,6,-5.68E-14,2,73
16206,2010,6,-2.84E-14,13,212
40390,2010,6,0,7,49
50712,2010,6,0,7,124
30434,2010,6,0,1,12
12422,2010,6,0,3,30
12874,2010,6,0,6,50
44492,2010,6,0,6,43
19439,2010,6,3.55E-15,1,15
14152,2010,6,-7.11E-15,3,22
11598,2010,6,1.28E-13,10,206
23296,2010,6,3.13E-13,9,271
